asin,url
B00381D8GQ,https://images-na.ssl-images-amazon.com/images/I/81ks3yUy1lL._AC_UY695_.jpg
B0038L63MM,https://images-na.ssl-images-amazon.com/images/I/91mQoWIOzfL._AC_UY695_.jpg
B0039NLT0K,https://images-na.ssl-images-amazon.com/images/I/717MiVgH-HL._AC_UX695_.jpg
B003AM7JM2,https://images-na.ssl-images-amazon.com/images/I/71%2BqVUD14jL._AC_UY695_.jpg
B003AVLXFM,https://images-na.ssl-images-amazon.com/images/I/81XP%2BpZWNTL._AC_UY695_.jpg
B003B30544,https://images-na.ssl-images-amazon.com/images/I/91T3ev3uPtL._AC_UX695_.jpg
B003BLPS8O,https://images-na.ssl-images-amazon.com/images/I/61o9V40iXAL._AC_UX695_.jpg
B003BU81BG,https://images-na.ssl-images-amazon.com/images/I/617Hoqyq6NL._AC_UY695_.jpg
B003CQS4SE,https://images-na.ssl-images-amazon.com/images/I/81Low1MbZZL._AC_UY695_.jpg
B003D3OCVY,https://images-na.ssl-images-amazon.com/images/I/81IK1I64v%2BL._AC_UX695_.jpg
B003D8J52U,https://images-na.ssl-images-amazon.com/images/I/81ho4ym6zDL._AC_UY695_.jpg
B003DA4Y2E,https://images-na.ssl-images-amazon.com/images/I/41YJIJkD7mL._AC_.jpg
B003DPXCQI,https://images-na.ssl-images-amazon.com/images/I/81pWjp9VpJL._AC_UY695_.jpg
B003DULW2O,https://images-na.ssl-images-amazon.com/images/I/610qg-5AlBL._AC_UX695_.jpg
B003EOANVU,https://images-na.ssl-images-amazon.com/images/I/717kcK712jL._AC_UY695_.jpg
B003ER5U1K,https://images-na.ssl-images-amazon.com/images/I/81Efhv8eprL._AC_UX695_.jpg
B003F76QWG,https://images-na.ssl-images-amazon.com/images/I/81-um-6UT1L._AC_UY695_.jpg
B003FHPCUS,https://images-na.ssl-images-amazon.com/images/I/61jQVziOeZL._AC_UY695_.jpg
B003FKFZ02,https://images-na.ssl-images-amazon.com/images/I/91TpJeYRAKL._AC_UY741_.jpg
B003FZA9P8,https://images-na.ssl-images-amazon.com/images/I/81fmojkM14L._AC_UY695_.jpg
B003G0S8MI,https://images-na.ssl-images-amazon.com/images/I/71JZ2D7eRuL._AC_UY695_.jpg
B003GDJ11M,https://images-na.ssl-images-amazon.com/images/I/715VYWzpTKL._AC_UY695_.jpg
B003GDJ1SU,https://images-na.ssl-images-amazon.com/images/I/710da6zptFL._AC_UY695_.jpg
B003GXFT4A,https://images-na.ssl-images-amazon.com/images/I/81fpid0jhnL._AC_UY695_.jpg
B003IJ0QHC,https://images-na.ssl-images-amazon.com/images/I/81va72Ue9kL._SX466_.jpg
B003J35Y2Y,https://images-na.ssl-images-amazon.com/images/I/91UkrhXV2EL._AC_UX679_.jpg
B003JGFUW0,https://images-na.ssl-images-amazon.com/images/I/81cM%2B1fQMrL._AC_UY695_.jpg
B003JJEYFQ,https://images-na.ssl-images-amazon.com/images/I/7128Tv%2BWeeL._AC_UX695_.jpg
